Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Value,LowCI,HighCI,Quartile Range,Usage_Category
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2,13,"Aug 19 - Aug 31, 2020",25.6,25.0,26.1,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2,13,"Aug 19 - Aug 31, 2020",15.6,14.2,17.1,9.8-11.2,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,13,"Aug 19 - Aug 31, 2020",11.1,9.7,12.5,9.8-11.2,Low
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,13,"Aug 19 - Aug 31, 2020",25.0,22.3,27.9,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,2,13,"Aug 19 - Aug 31, 2020",20.0,17.3,22.9,9.8-11.2,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,2,13,"Aug 19 - Aug 31, 2020",20.1,19.1,21.2,9.8-11.2,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,2,13,"Aug 19 - Aug 31, 2020",23.5,22.7,24.4,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,2,13,"Aug 19 - Aug 31, 2020",24.0,23.4,24.6,9.8-11.2,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,2,13,"Aug 19 - Aug 31, 2020",25.2,21.9,28.6,23.6-25.3,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,2,13,"Aug 19 - Aug 31, 2020",19.2,16.6,21.9,17.7-21.7,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,2,13,"Aug 19 - Aug 31, 2020",20.2,17.9,22.6,17.7-21.7,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,2,13,"Aug 19 - Aug 31, 2020",25.3,22.0,28.8,23.6-25.3,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,California,California,2,13,"Aug 19 - Aug 31, 2020",20.1,18.3,21.9,17.7-21.7,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,2,13,"Aug 19 - Aug 31, 2020",22.0,19.7,24.4,21.8-23.5,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,2,13,"Aug 19 - Aug 31, 2020",23.1,19.7,26.8,21.8-23.5,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,2,13,"Aug 19 - Aug 31, 2020",24.0,20.5,27.7,23.6-25.3,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,2,13,"Aug 19 - Aug 31, 2020",27.6,22.3,33.4,25.4-28.4,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,2,13,"Aug 19 - Aug 31, 2020",21.3,18.6,24.1,17.7-21.7,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,2,13,"Aug 19 - Aug 31, 2020",22.8,20.2,25.6,21.8-23.5,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,2,13,"Aug 19 - Aug 31, 2020",19.6,16.0,23.6,17.7-21.7,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,2,13,"Aug 19 - Aug 31, 2020",25.2,22.4,28.3,23.6-25.3,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,2,13,"Aug 19 - Aug 31, 2020",20.3,18.0,22.7,17.7-21.7,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,2,13,"Aug 19 - Aug 31, 2020",25.3,22.4,28.3,23.6-25.3,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,Iowa,2,13,"Aug 19 - Aug 31, 2020",25.0,21.9,28.2,23.6-25.3,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,2,13,"Aug 19 - Aug 31, 2020",23.9,20.4,27.7,23.6-25.3,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,2,13,"Aug 19 - Aug 31, 2020",28.4,24.6,32.5,25.4-28.4,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,Louisiana,2,13,"Aug 19 - Aug 31, 2020",26.6,23.3,30.1,25.4-28.4,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,2,13,"Aug 19 - Aug 31, 2020",28.0,23.8,32.4,25.4-28.4,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,Maryland,2,13,"Aug 19 - Aug 31, 2020",20.5,18.3,22.8,17.7-21.7,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,Massachusetts,2,13,"Aug 19 - Aug 31, 2020",24.6,22.6,26.7,23.6-25.3,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,2,13,"Aug 19 - Aug 31, 2020",23.4,20.8,26.2,21.8-23.5,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,2,13,"Aug 19 - Aug 31, 2020",23.7,21.5,26.1,23.6-25.3,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,Mississippi,2,13,"Aug 19 - Aug 31, 2020",21.7,18.2,25.6,17.7-21.7,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,Missouri,2,13,"Aug 19 - Aug 31, 2020",25.9,23.1,28.9,25.4-28.4,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Montana,Montana,2,13,"Aug 19 - Aug 31, 2020",21.9,18.7,25.4,21.8-23.5,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,Nebraska,2,13,"Aug 19 - Aug 31, 2020",25.3,21.6,29.2,23.6-25.3,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,Nevada,2,13,"Aug 19 - Aug 31, 2020",17.7,15.4,20.1,17.7-21.7,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,2,13,"Aug 19 - Aug 31, 2020",24.3,20.4,28.5,23.6-25.3,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,2,13,"Aug 19 - Aug 31, 2020",21.8,19.3,24.4,21.8-23.5,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,2,13,"Aug 19 - Aug 31, 2020",23.0,19.9,26.2,21.8-23.5,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,2,13,"Aug 19 - Aug 31, 2020",21.9,19.4,24.5,21.8-23.5,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,North Carolina,2,13,"Aug 19 - Aug 31, 2020",22.5,19.8,25.5,21.8-23.5,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,North Dakota,2,13,"Aug 19 - Aug 31, 2020",20.7,16.8,25.2,17.7-21.7,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,Ohio,2,13,"Aug 19 - Aug 31, 2020",23.6,20.0,27.5,23.6-25.3,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,Oklahoma,2,13,"Aug 19 - Aug 31, 2020",24.3,21.7,27.0,23.6-25.3,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,Oregon,2,13,"Aug 19 - Aug 31, 2020",28.3,25.5,31.3,25.4-28.4,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,2,13,"Aug 19 - Aug 31, 2020",25.5,22.4,28.8,25.4-28.4,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,2,13,"Aug 19 - Aug 31, 2020",25.9,22.2,30.0,25.4-28.4,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,2,13,"Aug 19 - Aug 31, 2020",21.9,18.9,25.1,21.8-23.5,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,South Dakota,2,13,"Aug 19 - Aug 31, 2020",20.1,16.4,24.2,17.7-21.7,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,Tennessee,2,13,"Aug 19 - Aug 31, 2020",24.0,21.1,27.1,23.6-25.3,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Texas,Texas,2,13,"Aug 19 - Aug 31, 2020",18.8,16.8,21.0,17.7-21.7,Medium
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Utah,Utah,2,13,"Aug 19 - Aug 31, 2020",27.5,24.7,30.4,25.4-28.4,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,Vermont,2,13,"Aug 19 - Aug 31, 2020",27.8,22.5,33.6,25.4-28.4,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,Virginia,2,13,"Aug 19 - Aug 31, 2020",21.8,19.2,24.6,21.8-23.5,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Washington,Washington,2,13,"Aug 19 - Aug 31, 2020",25.0,23.4,26.7,23.6-25.3,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,West Virginia,2,13,"Aug 19 - Aug 31, 2020",23.5,19.9,27.4,21.8-23.5,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,Wisconsin,2,13,"Aug 19 - Aug 31, 2020",22.1,19.5,24.9,21.8-23.5,High
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,Wyoming,2,13,"Aug 19 - Aug 31, 2020",20.5,16.9,24.4,17.7-21.7,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",National Estimate,United States,United States,2,13,"Aug 19 - Aug 31, 2020",9.2,8.8,9.6,9.8-11.2,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,18 - 29 years,2,13,"Aug 19 - Aug 31, 2020",15.6,14.5,16.7,9.8-11.2,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,30 - 39 years,2,13,"Aug 19 - Aug 31, 2020",12.9,11.9,13.9,9.8-11.2,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,40 - 49 years,2,13,"Aug 19 - Aug 31, 2020",10.0,9.3,10.7,9.8-11.2,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,50 - 59 years,2,13,"Aug 19 - Aug 31, 2020",7.7,6.9,8.5,9.8-11.2,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,60 - 69 years,2,13,"Aug 19 - Aug 31, 2020",5.3,4.8,5.9,9.8-11.2,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,70 - 79 years,2,13,"Aug 19 - Aug 31, 2020",2.9,2.2,3.6,9.8-11.2,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,80 years and above,2,13,"Aug 19 - Aug 31, 2020",1.4,0.9,2.0,9.8-11.2,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Male,2,13,"Aug 19 - Aug 31, 2020",6.8,6.2,7.3,9.8-11.2,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Female,2,13,"Aug 19 - Aug 31, 2020",11.4,10.9,11.9,9.8-11.2,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,2,13,"Aug 19 - Aug 31, 2020",2.4,2.2,2.7,9.8-11.2,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,2,13,"Aug 19 - Aug 31, 2020",21.0,20.2,21.8,9.8-11.2,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,13,"Aug 19 - Aug 31, 2020",9.6,8.6,10.6,9.8-11.2,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2,13,"Aug 19 - Aug 31, 2020",9.1,8.7,9.5,9.8-11.2,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2,13,"Aug 19 - Aug 31, 2020",9.3,8.3,10.3,9.8-11.2,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,13,"Aug 19 - Aug 31, 2020",4.8,3.9,5.8,9.8-11.2,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,13,"Aug 19 - Aug 31, 2020",14.2,12.1,16.4,9.8-11.2,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Less than a high school diploma,2,13,"Aug 19 - Aug 31, 2020",7.0,5.4,8.8,9.8-11.2,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,High school diploma or GED,2,13,"Aug 19 - Aug 31, 2020",7.0,6.3,7.8,9.8-11.2,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Some college/Associate's degree,2,13,"Aug 19 - Aug 31, 2020",11.2,10.6,11.9,9.8-11.2,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,2,13,"Aug 19 - Aug 31, 2020",9.7,9.2,10.1,9.8-11.2,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alabama,Alabama,2,13,"Aug 19 - Aug 31, 2020",8.4,6.5,10.6,7.8-9.1,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,2,13,"Aug 19 - Aug 31, 2020",8.5,6.7,10.7,7.8-9.1,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arizona,Arizona,2,13,"Aug 19 - Aug 31, 2020",9.7,7.8,11.8,9.2-10.1,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arkansas,Arkansas,2,13,"Aug 19 - Aug 31, 2020",7.7,6.3,9.4,5.7-7.7,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,California,California,2,13,"Aug 19 - Aug 31, 2020",9.2,8.0,10.5,9.2-10.1,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Colorado,Colorado,2,13,"Aug 19 - Aug 31, 2020",10.8,9.0,12.8,10.2-12.9,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Connecticut,Connecticut,2,13,"Aug 19 - Aug 31, 2020",8.1,6.7,9.8,7.8-9.1,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Delaware,Delaware,2,13,"Aug 19 - Aug 31, 2020",7.7,5.7,10.1,5.7-7.7,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,2,13,"Aug 19 - Aug 31, 2020",11.3,8.1,15.2,10.2-12.9,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Florida,Florida,2,13,"Aug 19 - Aug 31, 2020",11.0,9.0,13.2,10.2-12.9,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Georgia,Georgia,2,13,"Aug 19 - Aug 31, 2020",10.2,8.6,12.1,10.2-12.9,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Hawaii,Hawaii,2,13,"Aug 19 - Aug 31, 2020",6.6,4.2,9.7,5.7-7.7,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Idaho,Idaho,2,13,"Aug 19 - Aug 31, 2020",9.2,6.9,11.9,9.2-10.1,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Illinois,Illinois,2,13,"Aug 19 - Aug 31, 2020",8.8,7.3,10.6,7.8-9.1,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Indiana,Indiana,2,13,"Aug 19 - Aug 31, 2020",9.6,7.9,11.4,9.2-10.1,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Iowa,Iowa,2,13,"Aug 19 - Aug 31, 2020",7.2,5.7,9.1,5.7-7.7,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kansas,Kansas,2,13,"Aug 19 - Aug 31, 2020",9.2,7.1,11.6,9.2-10.1,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kentucky,Kentucky,2,13,"Aug 19 - Aug 31, 2020",8.9,6.8,11.5,7.8-9.1,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Louisiana,Louisiana,2,13,"Aug 19 - Aug 31, 2020",9.3,6.6,12.6,9.2-10.1,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maine,Maine,2,13,"Aug 19 - Aug 31, 2020",11.8,8.7,15.5,10.2-12.9,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maryland,Maryland,2,13,"Aug 19 - Aug 31, 2020",10.1,7.8,12.8,9.2-10.1,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Massachusetts,Massachusetts,2,13,"Aug 19 - Aug 31, 2020",9.1,7.5,10.9,7.8-9.1,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,2,13,"Aug 19 - Aug 31, 2020",10.2,8.2,12.6,10.2-12.9,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,2,13,"Aug 19 - Aug 31, 2020",8.1,6.6,9.9,7.8-9.1,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Mississippi,Mississippi,2,13,"Aug 19 - Aug 31, 2020",8.4,6.3,10.8,7.8-9.1,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Missouri,Missouri,2,13,"Aug 19 - Aug 31, 2020",11.2,9.0,13.7,10.2-12.9,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Montana,Montana,2,13,"Aug 19 - Aug 31, 2020",9.3,7.2,11.9,9.2-10.1,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nebraska,Nebraska,2,13,"Aug 19 - Aug 31, 2020",7.7,5.8,10.0,5.7-7.7,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nevada,Nevada,2,13,"Aug 19 - Aug 31, 2020",9.9,7.7,12.6,9.2-10.1,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Hampshire,New Hampshire,2,13,"Aug 19 - Aug 31, 2020",7.3,5.3,9.7,5.7-7.7,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Jersey,New Jersey,2,13,"Aug 19 - Aug 31, 2020",7.6,5.7,9.8,5.7-7.7,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Mexico,New Mexico,2,13,"Aug 19 - Aug 31, 2020",11.1,8.6,14.0,10.2-12.9,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New York,New York,2,13,"Aug 19 - Aug 31, 2020",9.4,7.8,11.3,9.2-10.1,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Carolina,North Carolina,2,13,"Aug 19 - Aug 31, 2020",9.5,7.4,12.0,9.2-10.1,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Dakota,North Dakota,2,13,"Aug 19 - Aug 31, 2020",5.7,3.8,8.0,5.7-7.7,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Ohio,Ohio,2,13,"Aug 19 - Aug 31, 2020",9.3,7.1,12.0,9.2-10.1,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oklahoma,Oklahoma,2,13,"Aug 19 - Aug 31, 2020",9.0,6.9,11.5,7.8-9.1,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oregon,Oregon,2,13,"Aug 19 - Aug 31, 2020",12.9,10.8,15.3,10.2-12.9,Medium
